id,timestamp,suhu,kelembapan,label_suhu_kelembapan,mq135,label_kualitas_udara
49,2025-06-01 08:00:00,26.0,84.9,lembab,588.7,sangat baik
50,2025-06-01 08:10:00,26.8,86.6,lembab,510.0,sangat baik
51,2025-06-01 08:20:00,26.8,83.0,lembab,507.3,sangat baik
52,2025-06-01 08:30:00,27.5,81.4,nyaman-lembab,448.3,sangat baik
53,2025-06-01 08:40:00,26.6,78.1,gerah,448.3,sangat baik
54,2025-06-01 08:50:00,25.9,79.3,nyaman-lembab,400.0,sangat baik
55,2025-06-01 09:00:00,24.1,78.8,lembab,400.0,sangat baik
56,2025-06-01 09:10:00,24.9,82.1,nyaman-lembab,400.0,sangat baik
57,2025-06-01 09:20:00,25.8,84.4,lembab,400.0,sangat baik
58,2025-06-01 09:30:00,28.8,84.4,lembab,428.7,sangat baik
59,2025-06-01 09:40:00,28.3,85.5,gerah,493.0,sangat baik
60,2025-06-01 09:50:00,29.7,81.2,lembab,506.0,sangat baik
61,2025-06-01 10:00:00,27.1,83.2,gerah,477.3,sangat baik
62,2025-06-01 10:10:00,26.9,83.0,lembab,413.0,sangat baik
63,2025-06-01 10:20:00,25.3,85.6,lembab,400.0,sangat baik
64,2025-06-01 10:30:00,25.6,85.6,lembab,465.0,sangat baik
65,2025-06-01 10:40:00,25.8,83.1,lembab,531.3,sangat baik
66,2025-06-01 10:50:00,26.1,80.8,lembab,568.0,sangat baik
67,2025-06-01 11:00:00,26.7,80.9,nyaman-lembab,529.3,sangat baik
68,2025-06-01 11:10:00,26.6,78.7,lembab,469.3,sangat baik
69,2025-06-01 11:20:00,26.7,78.3,nyaman-lembab,432.7,sangat baik
70,2025-06-01 11:30:00,26.8,76.7,nyaman-lembab,406.3,sangat baik
71,2025-06-01 11:40:00,26.5,79.8,gerah,400.0,sangat baik
72,2025-06-01 11:50:00,26.7,83.1,lembab,470.3,sangat baik
73,2025-06-01 12:00:00,26.8,82.6,lembab,470.3,sangat baik
74,2025-06-01 12:10:00,28.2,80.5,gerah,503.0,sangat baik
75,2025-06-01 12:20:00,28.5,81.9,gerah,502.7,sangat baik
76,2025-06-01 12:30:00,27.8,81.4,lembab,502.7,sangat baik
77,2025-06-01 12:40:00,28.4,83.1,nyaman-lembab,470.0,sangat baik
78,2025-06-01 12:50:00,28.5,78.7,lembab,468.0,sangat baik
79,2025-06-01 13:00:00,28.8,81.6,gerah,491.3,sangat baik
80,2025-06-01 13:10:00,27.9,81.8,lembab,567.0,sangat baik
81,2025-06-01 13:20:00,26.8,83.5,lembab,499.0,sangat baik
82,2025-06-01 13:30:00,27.1,81.3,lembab,553.7,sangat baik
83,2025-06-01 13:40:00,25.8,81.3,gerah,545.3,sangat baik
84,2025-06-01 13:50:00,26.9,79.9,lembab,545.3,sangat baik
85,2025-06-01 14:00:00,27.9,83.8,gerah,526.3,sangat baik
86,2025-06-01 14:10:00,28.9,80.9,lembab,459.0,sangat baik
87,2025-06-01 14:20:00,29.5,81.2,gerah,528.3,sangat baik
88,2025-06-01 14:30:00,27.1,76.6,gerah,532.3,sangat baik
89,2025-06-01 14:40:00,27.3,77.3,nyaman-lembab,554.7,sangat baik
90,2025-06-01 14:50:00,26.9,81.2,gerah,541.7,sangat baik
91,2025-06-01 15:00:00,28.8,85.3,lembab,519.7,sangat baik
92,2025-06-01 15:10:00,29.6,89.1,lembab,497.3,sangat baik
93,2025-06-01 15:20:00,28.4,88.5,lembab,478.7,sangat baik
94,2025-06-01 15:30:00,27.1,86.1,lembab,490.7,sangat baik
95,2025-06-01 15:40:00,25.8,85.9,lembab,490.7,sangat baik
96,2025-06-01 15:50:00,25.8,85.2,lembab,521.3,sangat baik
97,2025-06-01 16:00:00,26.7,85.3,lembab,468.3,sangat baik
98,2025-06-01 16:10:00,27.5,85.5,lembab,478.3,sangat baik
99,2025-06-01 16:20:00,28.3,84.3,lembab,459.0,sangat baik
100,2025-06-01 16:30:00,27.6,82.7,lembab,526.0,sangat baik
101,2025-06-01 16:40:00,27.2,80.5,nyaman-lembab,589.0,sangat baik
102,2025-06-01 16:50:00,26.5,81.1,lembab,540.0,sangat baik
103,2025-06-01 17:00:00,27.1,83.6,lembab,532.7,sangat baik
104,2025-06-01 17:10:00,26.2,84.6,lembab,539.7,sangat baik
105,2025-06-01 17:20:00,26.5,82.8,lembab,617.3,sangat baik
106,2025-06-01 17:30:00,26.6,84.7,nyaman-lembab,571.0,sangat baik
107,2025-06-01 17:40:00,27.2,83.4,lembab,494.7,sangat baik
108,2025-06-01 17:50:00,27.7,83.5,lembab,418.3,sangat baik
109,2025-06-01 18:00:00,26.9,81.8,gerah,448.3,sangat baik
110,2025-06-01 18:10:00,25.6,82.8,lembab,519.7,sangat baik
111,2025-06-01 18:20:00,25.5,83.5,lembab,545.0,sangat baik
112,2025-06-01 18:30:00,26.7,84.9,lembab,570.3,sangat baik
113,2025-06-01 18:40:00,27.8,83.5,lembab,495.3,sangat baik
114,2025-06-01 18:50:00,28.0,82.7,lembab,545.7,sangat baik
115,2025-06-01 19:00:00,27.3,81.1,gerah,477.0,sangat baik
116,2025-06-01 19:10:00,27.7,80.2,lembab,477.0,sangat baik
117,2025-06-01 19:20:00,26.4,83.2,gerah,473.0,sangat baik
118,2025-06-01 19:30:00,26.3,82.6,lembab,473.0,sangat baik
119,2025-06-01 19:40:00,25.2,83.4,lembab,477.7,sangat baik
120,2025-06-01 19:50:00,26.4,81.4,lembab,440.3,sangat baik
121,2025-06-01 20:00:00,27.7,82.6,lembab,447.0,sangat baik
122,2025-06-01 20:10:00,28.5,82.5,lembab,507.0,sangat baik
123,2025-06-01 20:20:00,28.1,81.6,nyaman-lembab,517.0,sangat baik
124,2025-06-01 20:30:00,26.8,78.7,gerah,515.7,sangat baik
125,2025-06-01 20:40:00,26.7,77.3,nyaman-lembab,451.0,sangat baik
126,2025-06-01 20:50:00,27.4,77.7,nyaman-lembab,405.3,sangat baik
127,2025-06-01 21:00:00,26.8,78.3,lembab,400.0,sangat baik
128,2025-06-01 21:10:00,26.7,81.9,nyaman-lembab,475.7,sangat baik
129,2025-06-01 21:20:00,24.2,82.3,lembab,543.0,sangat baik
130,2025-06-01 21:30:00,24.7,83.3,lembab,543.0,sangat baik
131,2025-06-01 21:40:00,23.8,83.3,lembab,467.3,sangat baik
132,2025-06-01 21:50:00,25.9,84.0,lembab,400.0,sangat baik
133,2025-06-01 22:00:00,26.1,81.9,lembab,419.3,sangat baik
134,2025-06-01 22:10:00,27.5,82.0,nyaman-lembab,419.3,sangat baik
135,2025-06-01 22:20:00,27.9,82.2,lembab,419.3,sangat baik
136,2025-06-01 22:30:00,29.3,85.9,lembab,419.7,sangat baik
137,2025-06-01 22:40:00,29.6,84.3,lembab,419.7,sangat baik
138,2025-06-01 22:50:00,30.0,83.1,lembab,469.7,sangat baik
139,2025-06-01 23:00:00,30.3,84.2,lembab,522.3,sangat baik
140,2025-06-01 23:10:00,28.6,86.1,terlalu panas,522.3,sangat baik
141,2025-06-01 23:20:00,27.9,86.7,lembab,472.3,sangat baik
142,2025-06-01 23:30:00,26.6,84.7,lembab,400.0,sangat baik
143,2025-06-01 23:40:00,27.8,81.0,lembab,400.0,sangat baik
144,2025-06-01 23:50:00,27.7,80.7,gerah,416.7,sangat baik
145,2025-06-02 00:00:00,27.6,80.2,lembab,435.0,sangat baik
146,2025-06-02 00:10:00,27.7,82.2,lembab,455.0,sangat baik
147,2025-06-02 00:20:00,27.9,82.4,lembab,460.0,sangat baik
148,2025-06-02 00:30:00,28.1,82.6,lembab,465.0,sangat baik
149,2025-06-02 00:40:00,28.3,82.8,lembab,470.0,sangat baik
150,2025-06-02 00:50:00,28.5,83.0,lembab,475.0,sangat baik
151,2025-06-02 01:00:00,28.7,83.2,lembab,480.0,sangat baik
152,2025-06-02 01:10:00,28.9,83.4,lembab,485.0,sangat baik
153,2025-06-02 01:20:00,28.7,82.6,lembab,513.7,sangat baik
154,2025-06-02 01:30:00,27.9,80.6,lembab,485.3,sangat baik
155,2025-06-02 01:40:00,27.1,78.5,nyaman-lembab,455.3,sangat baik
156,2025-06-02 01:50:00,28.1,79.2,nyaman-lembab,456.7,sangat baik
157,2025-06-02 02:00:00,29.1,82.7,lembab,472.3,sangat baik
158,2025-06-02 02:10:00,28.2,85.4,lembab,532.7,sangat baik
159,2025-06-02 02:20:00,25.7,83.7,lembab,476.0,sangat baik
160,2025-06-02 02:30:00,24.5,80.7,nyaman-lembab,460.3,sangat baik
161,2025-06-02 02:40:00,26.0,81.6,nyaman-lembab,414.3,sangat baik
162,2025-06-02 02:50:00,26.7,84.2,lembab,459.7,sangat baik
163,2025-06-02 03:00:00,27.2,85.3,lembab,459.7,sangat baik
164,2025-06-02 03:10:00,26.6,85.3,lembab,506.0,sangat baik
165,2025-06-02 03:20:00,27.2,86.5,lembab,521.0,sangat baik
166,2025-06-02 03:30:00,28.1,84.6,lembab,598.0,sangat baik
167,2025-06-02 03:40:00,28.3,80.9,gerah,574.3,sangat baik
168,2025-06-02 03:50:00,27.1,77.9,gerah,547.0,sangat baik
169,2025-06-02 04:00:00,26.8,78.9,lembab,470.0,sangat baik
170,2025-06-02 04:10:00,25.5,82.1,gerah,433.0,sangat baik
171,2025-06-02 04:20:00,26.0,81.1,lembab,400.0,sangat baik
172,2025-06-02 04:30:00,25.2,81.8,nyaman-lembab,400.0,sangat baik
173,2025-06-02 04:40:00,24.9,79.3,lembab,400.0,sangat baik
174,2025-06-02 04:50:00,25.1,82.7,nyaman-lembab,426.7,sangat baik
175,2025-06-02 05:00:00,26.5,84.2,lembab,477.0,sangat baik
176,2025-06-02 05:10:00,28.9,85.5,lembab,477.0,sangat baik
177,2025-06-02 05:20:00,29.5,86.0,lembab,450.3,sangat baik
178,2025-06-02 05:30:00,27.6,86.2,lembab,400.0,sangat baik
179,2025-06-02 05:40:00,25.9,84.1,lembab,472.7,sangat baik
180,2025-06-02 05:50:00,25.3,83.6,nyaman-lembab,522.3,sangat baik
181,2025-06-02 06:00:00,24.5,83.8,lembab,532.7,sangat baik
182,2025-06-02 06:10:00,25.0,84.3,lembab,460.0,sangat baik
183,2025-06-02 06:20:00,24.3,84.7,nyaman-lembab,410.3,sangat baik
184,2025-06-02 06:30:00,24.6,85.2,lembab,436.3,sangat baik
185,2025-06-02 06:40:00,24.9,88.8,lembab,459.3,sangat baik
186,2025-06-02 06:50:00,27.2,88.5,lembab,478.7,sangat baik
187,2025-06-02 07:00:00,28.2,85.0,lembab,522.7,sangat baik
188,2025-06-02 07:10:00,29.0,84.0,nyaman-lembab,508.7,sangat baik
189,2025-06-02 07:20:00,27.2,82.5,lembab,495.7,sangat baik
190,2025-06-02 07:30:00,28.1,82.1,lembab,415.3,sangat baik
191,2025-06-02 07:40:00,27.5,82.9,gerah,418.0,sangat baik
192,2025-06-02 07:50:00,29.0,80.4,lembab,454.7,sangat baik
193,2025-06-02 08:00:00,28.4,83.8,gerah,454.7,sangat baik
194,2025-06-02 08:10:00,27.6,79.8,lembab,478.0,sangat baik
195,2025-06-02 08:20:00,25.8,80.6,nyaman-lembab,480.7,sangat baik
196,2025-06-02 08:30:00,24.9,76.7,nyaman-lembab,496.3,sangat baik
197,2025-06-02 08:40:00,26.0,76.3,nyaman-lembab,461.3,sangat baik
198,2025-06-02 08:50:00,27.0,77.5,gerah,419.7,sangat baik
199,2025-06-02 09:00:00,29.1,79.2,lembab,404.0,sangat baik
200,2025-06-02 09:10:00,28.2,83.3,lembab,404.0,sangat baik
201,2025-06-02 09:20:00,26.6,83.4,lembab,462.7,sangat baik
202,2025-06-02 09:30:00,25.7,86.2,lembab,462.7,sangat baik
203,2025-06-02 09:40:00,27.0,82.2,lembab,531.7,sangat baik
204,2025-06-02 09:50:00,29.2,80.4,gerah,511.0,sangat baik
205,2025-06-02 10:00:00,28.1,77.9,gerah,548.0,sangat baik
206,2025-06-02 10:10:00,27.8,79.7,lembab,479.0,sangat baik
207,2025-06-02 10:20:00,26.7,82.8,lembab,437.0,sangat baik
208,2025-06-02 10:30:00,26.4,85.1,lembab,442.0,sangat baik
209,2025-06-02 10:40:00,26.9,87.0,lembab,485.0,sangat baik
210,2025-06-02 10:50:00,26.7,86.6,lembab,485.0,sangat baik
211,2025-06-02 11:00:00,28.1,83.0,lembab,526.0,sangat baik
212,2025-06-02 11:10:00,26.2,83.3,gerah,554.0,sangat baik
213,2025-06-02 11:20:00,26.1,81.0,lembab,569.3,sangat baik
214,2025-06-02 11:30:00,25.7,80.5,nyaman-lembab,505.3,sangat baik
215,2025-06-02 11:40:00,26.9,77.5,nyaman-lembab,447.0,sangat baik
216,2025-06-02 11:50:00,26.7,77.0,gerah,502.3,sangat baik
217,2025-06-02 12:00:00,26.4,80.9,nyaman-lembab,483.3,sangat baik
218,2025-06-02 12:10:00,26.6,82.4,lembab,487.3,sangat baik
219,2025-06-02 12:20:00,27.5,83.0,lembab,416.7,sangat baik
220,2025-06-02 12:30:00,27.5,83.5,gerah,431.0,sangat baik
221,2025-06-02 12:40:00,28.0,82.0,lembab,414.3,sangat baik
222,2025-06-02 12:50:00,27.8,83.5,gerah,424.0,sangat baik
223,2025-06-02 13:00:00,28.7,83.6,lembab,448.3,sangat baik
224,2025-06-02 13:10:00,28.2,85.6,lembab,521.0,sangat baik
225,2025-06-02 13:20:00,27.5,87.5,lembab,578.7,sangat baik
226,2025-06-02 13:30:00,27.2,87.3,lembab,540.0,sangat baik
227,2025-06-02 13:40:00,26.3,86.7,lembab,467.3,sangat baik
228,2025-06-02 13:50:00,27.6,83.7,lembab,427.0,sangat baik
229,2025-06-02 14:00:00,28.9,80.7,gerah,430.0,sangat baik
230,2025-06-02 14:10:00,29.1,78.4,terlalu panas,453.7,sangat baik
231,2025-06-02 14:20:00,28.0,77.6,nyaman-lembab,488.3,sangat baik
232,2025-06-02 14:30:00,27.8,77.9,nyaman-lembab,536.3,sangat baik
233,2025-06-02 14:40:00,28.4,77.7,lembab,545.3,sangat baik
234,2025-06-02 14:50:00,28.2,77.6,gerah,483.7,sangat baik
235,2025-06-02 15:00:00,26.3,79.2,nyaman-lembab,465.7,sangat baik
236,2025-06-02 15:10:00,25.5,81.6,lembab,435.3,sangat baik
237,2025-06-02 15:20:00,25.1,84.9,lembab,435.3,sangat baik
238,2025-06-02 15:30:00,25.0,84.4,lembab,402.3,sangat baik
239,2025-06-02 15:40:00,25.5,84.4,lembab,400.0,sangat baik
240,2025-06-02 15:50:00,25.8,81.7,lembab,400.0,sangat baik
241,2025-06-02 16:00:00,25.5,79.7,nyaman-lembab,400.0,sangat baik
242,2025-06-02 16:10:00,25.0,81.5,nyaman-lembab,437.7,sangat baik
243,2025-06-02 16:20:00,26.4,81.8,lembab,437.7,sangat baik
244,2025-06-02 16:30:00,26.9,81.1,gerah,472.0,sangat baik
245,2025-06-02 16:40:00,26.8,77.7,nyaman-lembab,466.3,sangat baik
246,2025-06-02 16:50:00,26.3,77.1,nyaman-lembab,524.3,sangat baik
247,2025-06-02 17:00:00,27.7,77.0,gerah,490.0,sangat baik
248,2025-06-02 17:10:00,28.5,77.3,gerah,480.0,sangat baik
249,2025-06-02 17:20:00,28.3,80.7,gerah,426.7,sangat baik
250,2025-06-02 17:30:00,26.3,85.6,lembab,471.0,sangat baik
251,2025-06-02 17:40:00,26.1,84.5,lembab,488.7,sangat baik
252,2025-06-02 17:50:00,25.5,82.7,gerah,484.0,sangat baik
253,2025-06-02 18:00:00,27.4,81.2,lembab,439.7,sangat baik
254,2025-06-02 18:10:00,26.4,85.8,lembab,400.0,sangat baik
255,2025-06-02 18:20:00,27.3,84.6,lembab,426.3,sangat baik
256,2025-06-02 18:30:00,26.6,81.8,gerah,471.7,sangat baik
257,2025-06-02 18:40:00,28.0,78.9,gerah,471.7,sangat baik
258,2025-06-02 18:50:00,28.2,80.0,lembab,445.3,sangat baik
259,2025-06-02 19:00:00,28.3,82.6,lembab,448.3,sangat baik
260,2025-06-02 19:10:00,26.6,85.4,lembab,502.7,sangat baik
261,2025-06-02 19:20:00,25.4,83.0,lembab,502.7,sangat baik
262,2025-06-02 19:30:00,23.9,80.1,nyaman-lembab,457.7,sangat baik
263,2025-06-02 19:40:00,25.4,76.7,nyaman-lembab,473.3,sangat baik
264,2025-06-02 19:50:00,25.9,80.2,gerah,501.0,sangat baik
265,2025-06-02 20:00:00,26.2,80.8,lembab,572.7,sangat baik
266,2025-06-02 20:10:00,25.7,82.5,nyaman-lembab,547.7,sangat baik
267,2025-06-02 20:20:00,25.4,83.8,lembab,563.0,sangat baik
268,2025-06-02 20:30:00,27.3,87.6,lembab,488.0,sangat baik
269,2025-06-02 20:40:00,27.9,88.4,lembab,494.7,sangat baik
270,2025-06-02 20:50:00,28.5,86.4,lembab,480.3,sangat baik
271,2025-06-02 21:00:00,27.5,85.4,lembab,554.0,sangat baik
272,2025-06-02 21:10:00,27.5,85.0,lembab,502.3,sangat baik
273,2025-06-02 21:20:00,26.5,87.0,lembab,473.7,sangat baik
274,2025-06-02 21:30:00,25.6,85.2,lembab,400.0,sangat baik
275,2025-06-02 21:40:00,24.9,86.5,lembab,400.0,sangat baik
276,2025-06-02 21:50:00,25.4,81.8,lembab,483.0,sangat baik
277,2025-06-02 22:00:00,26.3,82.4,nyaman-lembab,494.3,sangat baik
278,2025-06-02 22:10:00,27.1,78.7,lembab,512.3,sangat baik
279,2025-06-02 22:20:00,26.4,79.0,gerah,429.3,sangat baik
280,2025-06-02 22:30:00,25.6,80.3,nyaman-lembab,419.7,sangat baik
281,2025-06-02 22:40:00,25.2,79.7,lembab,401.7,sangat baik
282,2025-06-02 22:50:00,25.9,81.0,gerah,448.3,sangat baik
283,2025-06-02 23:00:00,27.4,79.4,lembab,529.3,sangat baik
284,2025-06-02 23:10:00,27.6,81.9,lembab,587.3,sangat baik
285,2025-06-02 23:20:00,28.5,84.9,lembab,581.0,sangat baik
286,2025-06-02 23:30:00,28.7,85.2,lembab,507.0,sangat baik
287,2025-06-02 23:40:00,28.3,83.4,lembab,458.7,sangat baik
288,2025-06-02 23:50:00,28.0,82.4,nyaman-lembab,418.3,sangat baik
289,2025-06-03 00:00:00,27.6,84.7,lembab,409.7,sangat baik
290,2025-06-03 00:10:00,27.4,88.4,lembab,400.0,sangat baik
291,2025-06-03 00:20:00,27.6,86.7,lembab,400.0,sangat baik
292,2025-06-03 00:30:00,28.5,85.6,lembab,400.0,sangat baik
293,2025-06-03 00:40:00,28.8,83.4,lembab,455.0,sangat baik
294,2025-06-03 00:50:00,27.8,83.7,lembab,523.3,sangat baik
295,2025-06-03 01:00:00,25.6,84.8,lembab,530.0,sangat baik
296,2025-06-03 01:10:00,25.2,86.7,lembab,490.0,sangat baik
297,2025-06-03 01:20:00,26.1,86.4,lembab,486.0,sangat baik
298,2025-06-03 01:30:00,27.3,84.2,lembab,546.7,sangat baik
299,2025-06-03 01:40:00,27.8,80.0,lembab,531.7,sangat baik
300,2025-06-03 01:50:00,27.2,80.1,gerah,478.0,sangat baik
301,2025-06-03 02:00:00,26.9,81.8,lembab,474.0,sangat baik
302,2025-06-03 02:10:00,27.6,86.2,lembab,502.3,sangat baik
303,2025-06-03 02:20:00,27.6,88.5,lembab,491.7,sangat baik
304,2025-06-03 02:30:00,27.3,87.6,lembab,428.3,sangat baik
305,2025-06-03 02:40:00,26.5,84.8,lembab,400.0,sangat baik
306,2025-06-03 02:50:00,25.7,84.5,lembab,400.0,sangat baik
307,2025-06-03 03:00:00,25.9,84.6,lembab,400.0,sangat baik
308,2025-06-03 03:10:00,25.5,86.2,lembab,404.7,sangat baik
309,2025-06-03 03:20:00,26.6,86.1,lembab,404.7,sangat baik
310,2025-06-03 03:30:00,26.9,86.1,lembab,404.7,sangat baik
311,2025-06-03 03:40:00,25.9,87.1,lembab,448.0,sangat baik
312,2025-06-03 03:50:00,26.8,87.4,lembab,488.3,sangat baik
313,2025-06-03 04:00:00,26.1,85.0,lembab,488.3,sangat baik
314,2025-06-03 04:10:00,28.5,82.3,nyaman-lembab,463.7,sangat baik
315,2025-06-03 04:20:00,28.1,82.4,lembab,423.3,sangat baik
316,2025-06-03 04:30:00,27.4,85.2,lembab,423.3,sangat baik
317,2025-06-03 04:40:00,25.9,83.7,lembab,454.3,sangat baik
318,2025-06-03 04:50:00,25.8,79.9,nyaman-lembab,454.3,sangat baik
319,2025-06-03 05:00:00,25.7,76.6,gerah,527.3,sangat baik
320,2025-06-03 05:10:00,25.5,76.8,nyaman-lembab,473.0,sangat baik
321,2025-06-03 05:20:00,24.7,76.9,nyaman-lembab,473.0,sangat baik
322,2025-06-03 05:30:00,26.2,77.4,nyaman-lembab,436.3,sangat baik
323,2025-06-03 05:40:00,25.6,81.3,gerah,467.0,sangat baik
324,2025-06-03 05:50:00,27.0,81.8,lembab,539.7,sangat baik
325,2025-06-03 06:00:00,27.7,84.6,gerah,503.3,sangat baik
326,2025-06-03 06:10:00,28.1,83.8,lembab,472.7,sangat baik
327,2025-06-03 06:20:00,28.3,83.2,lembab,400.0,sangat baik
328,2025-06-03 06:30:00,27.6,83.9,gerah,413.7,sangat baik
329,2025-06-03 06:40:00,29.2,83.3,lembab,441.3,sangat baik
330,2025-06-03 06:50:00,29.2,84.8,lembab,442.3,sangat baik
331,2025-06-03 07:00:00,30.3,83.2,lembab,450.3,sangat baik
332,2025-06-03 07:10:00,30.1,81.1,lembab,467.3,sangat baik
333,2025-06-03 07:20:00,28.8,80.9,gerah,476.0,sangat baik
334,2025-06-03 07:30:00,27.4,80.9,lembab,454.3,sangat baik
335,2025-06-03 07:40:00,27.1,83.5,lembab,409.7,sangat baik
336,2025-06-03 07:50:00,27.1,85.8,lembab,447.3,sangat baik
337,2025-06-03 08:00:00,27.2,83.5,lembab,488.7,sangat baik
338,2025-06-03 08:10:00,26.6,83.0,gerah,488.7,sangat baik
339,2025-06-03 08:20:00,27.3,81.5,lembab,524.0,sangat baik
340,2025-06-03 08:30:00,27.3,85.7,lembab,482.7,sangat baik
341,2025-06-03 08:40:00,27.7,85.2,lembab,514.3,sangat baik
342,2025-06-03 08:50:00,27.7,82.4,lembab,514.3,sangat baik
343,2025-06-03 09:00:00,27.2,81.8,gerah,545.7,sangat baik
344,2025-06-03 09:10:00,27.6,84.0,lembab,580.0,sangat baik
345,2025-06-03 09:20:00,26.2,88.5,lembab,502.3,sangat baik
346,2025-06-03 09:30:00,26.5,88.5,lembab,510.0,sangat baik
347,2025-06-03 09:40:00,26.3,88.1,lembab,444.0,sangat baik
348,2025-06-03 09:50:00,26.3,86.9,lembab,439.0,sangat baik
349,2025-06-03 10:00:00,25.9,84.5,lembab,400.0,sangat baik
350,2025-06-03 10:10:00,26.4,83.4,nyaman-lembab,455.0,sangat baik
351,2025-06-03 10:20:00,27.5,83.1,lembab,495.3,sangat baik
352,2025-06-03 10:30:00,27.7,86.4,lembab,495.3,sangat baik
353,2025-06-03 10:40:00,27.3,84.1,lembab,505.7,sangat baik
354,2025-06-03 10:50:00,28.1,83.7,gerah,510.7,sangat baik
355,2025-06-03 11:00:00,28.7,82.0,lembab,578.0,sangat baik
356,2025-06-03 11:10:00,28.0,82.1,lembab,512.7,sangat baik
357,2025-06-03 11:20:00,26.9,79.0,nyaman-lembab,467.3,sangat baik
358,2025-06-03 11:30:00,25.7,77.7,nyaman-lembab,400.0,sangat baik
359,2025-06-03 11:40:00,25.8,80.5,lembab,400.0,sangat baik
360,2025-06-03 11:50:00,25.7,81.9,lembab,454.0,sangat baik
361,2025-06-03 12:00:00,26.3,80.3,nyaman-lembab,454.0,sangat baik
362,2025-06-03 12:10:00,27.3,78.9,nyaman-lembab,454.0,sangat baik
363,2025-06-03 12:20:00,27.6,82.2,lembab,429.0,sangat baik
364,2025-06-03 12:30:00,29.0,83.5,lembab,429.0,sangat baik
365,2025-06-03 12:40:00,28.2,84.3,gerah,429.0,sangat baik
366,2025-06-03 12:50:00,27.0,82.6,lembab,400.0,sangat baik
367,2025-06-03 13:00:00,26.5,82.4,lembab,400.0,sangat baik
368,2025-06-03 13:10:00,26.2,80.1,gerah,409.0,sangat baik
